"chemid_x","trait_beta","trait_se","n","trait_p_val","trait_p_val_Bonf","trait_p_val_fdr","int_main_beta","int_main_se","int_main_p_val","int_cross_beta","int_cross_se","int_cross_p_val","interaction_term","cross_term","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","trait","metaboltie","chemical_name"
"X1124",-0.0351988572362073,0.029,3256,0.228637495236189,1,0.766729144270395,0.563924864085684,0.041,0,0.0476684809054047,0.043,0.271676208909295,"GENDERMale","X100022127:GENDERMale",0,0.115358028389453,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1124","citrate"
"X1124",0.0264010450738967,0.034,3256,0.443018398442378,1,0.903933472738694,-0.164280003340182,0.05,0.000996373,-0.0281737800344421,0.044,0.52009365027871,"GENDERMale","X100022127:GENDERMale",0,0.0438635313450578,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1124","citrate"
"X1124",0.0167984713485654,0.034,3299,0.623316282646208,1,0.960322856777794,-0.136464733694238,0.043,0.001477858,-0.0256434292692534,0.043,0.554902352354992,"GENDERMale","X100022127:GENDERMale",0,0.0175827343098621,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1124","citrate"
"X1124",-0.0366973550802098,0.027,3182,0.181422185549398,1,0.668276658162973,0.502170805380979,0.044,0,0.0560883931665804,0.044,0.199528332801096,"GENDERMale","X100022127:GENDERMale",0,0.175043707824466,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1124","citrate"
"X1124",-0.0387523684945306,0.029,3299,0.188360313444308,1,0.766055521912899,0.552874735321626,0.035,0,0.0581832877207472,0.044,0.188286687310522,"GENDERMale","X100022127:GENDERMale",0,0.115739752578161,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1124","citrate"
"X1128",0.00264143307313989,0.037,3182,0.942898012677236,1,0.99144186561363,-0.185486440266733,0.052,0.000332578,-0.0605431985372129,0.045,0.178181498147971,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1128","2-aminobutyrate"
"X1128",-0.0344371492549309,0.025,3256,0.16473344299387,1,0.701693803648249,0.558405404476674,0.041,0,0.0866255964114943,0.039,0.025964167310628,"GENDERMale","X100022127:GENDERMale",0,0.153852358519289,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1128","2-aminobutyrate"
"X1128",-0.0368011355197462,0.024,3299,0.129152772751722,1,0.684771551631176,0.545292846936528,0.035,0,0.0851801529721782,0.039,0.029440875110474,"GENDERMale","X100022127:GENDERMale",0,0.164454290425289,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1128","2-aminobutyrate"
"X1128",-0.00215482921762776,0.036,3299,0.951982062627546,1,0.996185689307347,-0.128134630715714,0.044,0.003369484,-0.0578341519083037,0.045,0.193991938201029,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1128","2-aminobutyrate"
"X1128",0.00680013257456899,0.035,3256,0.847869425785861,1,0.980599599229595,-0.158948903488742,0.051,0.001682607,-0.0610255454809082,0.045,0.170523346762223,"GENDERMale","X100022127:GENDERMale",0,0.0085082885856705,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1128","2-aminobutyrate"
"X1128",-0.0337142316964217,0.024,3182,0.157604433124729,1,0.639104276738783,0.493597473193598,0.044,0,0.0966503979263522,0.04,0.0158712546775058,"GENDERMale","X100022127:GENDERMale",0,0.194428276242965,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1128","2-aminobutyrate"
"X1134",-0.0239302363612096,0.029,3182,0.403982844113464,1,0.85021345123115,0.483862585031961,0.052,0,0.0737035468597433,0.045,0.102674029768567,"GENDERMale","X100022127:GENDERMale",0,0.0704720283394307,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1134","urate"
"X1134",-0.00837101689503519,0.027,3299,0.760481969030424,1,0.983556679946015,0.518335820384204,0.044,0,0.0743969979201912,0.041,0.0720594411843651,"GENDERMale","X100022127:GENDERMale",0,0.00720060770346328,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1134","urate"
"X1134",-0.00406088797510196,0.027,3256,0.882328984736541,1,0.987975662924106,0.526655213102965,0.049,0,0.0710478055250664,0.042,0.0905524389843313,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1134","urate"
"X1134",-0.0347455134241346,0.035,3182,0.314103480555962,1,0.981162623120958,-0.177769048258503,0.057,0.001905785,0.0404032775474389,0.048,0.396826597424946,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1134","urate"
"X1134",-0.0255792131951717,0.035,3256,0.463859461203301,1,0.903933472738694,-0.149453464134882,0.054,0.00593898,0.0242333710637973,0.046,0.597810807496474,"GENDERMale","X100022127:GENDERMale",0,0.0438635313450578,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1134","urate"
"X1134",-0.0256732542851901,0.035,3299,0.467298223007503,1,0.919188155131049,-0.117052040252983,0.05,0.018575986,0.014538870375124,0.047,0.75546947950436,"GENDERMale","X100022127:GENDERMale",0,0.0365955807018086,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1134","urate"
"X1135",-0.0261257415467794,0.035,3256,0.449420265604888,1,0.903933472738694,-0.159018128496475,0.051,0.001662031,0.0092011387155527,0.045,0.837820007285446,"GENDERMale","X100022127:GENDERMale",0,0.0438635313450578,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1135","ursodeoxycholate"
"X1135",-0.0235038900272311,0.034,3299,0.494028144402358,1,0.933520714422638,-0.131800368004779,0.043,0.002394947,0.00642515701835784,0.044,0.884892852888842,"GENDERMale","X100022127:GENDERMale",0,0.0298760408004559,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1135","ursodeoxycholate"
"X1135",-0.034278773744876,0.035,3182,0.325281619340016,1,0.981162623120958,-0.188922418139014,0.052,0.000281761,0.0249991972708359,0.046,0.583150234911154,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1135","ursodeoxycholate"
"X1135",0.0120540131067225,0.027,3299,0.657825449306367,1,0.973361896697123,0.545983525585007,0.036,0,0.00908951590884331,0.043,0.833086662090564,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1135","ursodeoxycholate"
"X1135",0.00541714275831313,0.026,3182,0.834078482754417,1,0.975795487679617,0.496318419466168,0.045,0,0.00347012153128704,0.043,0.935881303595306,"GENDERMale","X100022127:GENDERMale",0,0.0106411945045213,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1135","ursodeoxycholate"
"X1135",0.00780322984141589,0.027,3256,0.771715488117486,1,0.982797404998637,0.557987496052307,0.042,0,0.00842832430272532,0.043,0.845954622388831,"GENDERMale","X100022127:GENDERMale",0,0.00753599891179853,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1135","ursodeoxycholate"
"X1137",-0.0215613990077367,0.033,3256,0.511458352382388,1,0.911805109095562,-0.149267010481951,0.051,0.00352345,0.0881711850725736,0.042,0.0349071673597608,"GENDERMale","X100022127:GENDERMale",0,0.0400979786554498,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1137","oleoyl ethanolamide"
"X1137",-0.00712557407457687,0.034,3182,0.83157652946734,1,0.99144186561363,-0.177184665189789,0.052,0.000727554,0.0762948815606219,0.042,0.0683165750905245,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1137","oleoyl ethanolamide"
"X1137",-0.021996690868364,0.026,3299,0.388677933123242,1,0.943481138036518,0.558130358852998,0.036,0,0.0745981219579945,0.035,0.0325344237212649,"GENDERMale","X100022127:GENDERMale",0,0.0252667777762525,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1137","oleoyl ethanolamide"
"X1137",-0.0191518176380833,0.024,3182,0.433649397052689,1,0.870011481219963,0.507412330724737,0.045,0,0.0721285863439921,0.036,0.0432629380384914,"GENDERMale","X100022127:GENDERMale",0,0.0604750161198015,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1137","oleoyl ethanolamide"
"X1137",-0.018490019239368,0.025,3256,0.465586496764737,1,0.933920579010744,0.570508961158223,0.042,0,0.0717166527538494,0.035,0.0412638877592447,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1137","oleoyl ethanolamide"
"X1137",-0.0173535071779062,0.033,3299,0.600389083789433,1,0.949528387949593,-0.122445699440415,0.044,0.005770245,0.084904140430373,0.043,0.0474964764250242,"GENDERMale","X100022127:GENDERMale",0,0.0224920466767652,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1137","oleoyl ethanolamide"
"X1140",0.00281116397276626,0.032,3256,0.930875112132379,1,0.985035118656445,-0.15003587211287,0.05,0.002834716,-0.0422649819737762,0.041,0.302661967628316,"GENDERMale","X100022127:GENDERMale",0,0.00654828567820356,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1140","gamma-glutamylglutamine"
"X1140",-0.0446102985418741,0.044,3299,0.315327991739485,1,0.895223859475025,0.573363339803392,0.038,0,-0.00327839902621387,0.051,0.94856959683481,"GENDERMale","X100022127:GENDERMale",0,0.0480683515240997,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1140","gamma-glutamylglutamine"
"X1140",-0.025257553164273,0.04,3182,0.530206861608735,1,0.896090895142655,0.522425128842903,0.047,0,-0.0329718837553248,0.048,0.493552476105786,"GENDERMale","X100022127:GENDERMale",0,0.0476479353638468,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1140","gamma-glutamylglutamine"
"X1140",-0.0396532180381784,0.043,3256,0.359838825203057,1,0.903522583052185,0.586179120151868,0.044,0,-0.01690019340215,0.05,0.733348272632854,"GENDERMale","X100022127:GENDERMale",0,0.0440609880146391,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1140","gamma-glutamylglutamine"
"X1140",0.00752974407310755,0.032,3299,0.816405040365213,1,0.993700279577227,-0.123673948924305,0.044,0.005179998,-0.0475146216387175,0.041,0.247885161306755,"GENDERMale","X100022127:GENDERMale",0,0.00274458799127851,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1140","gamma-glutamylglutamine"
"X1140",0.0107986168921829,0.032,3182,0.737495655496514,1,0.98932682724665,-0.184148114165493,0.052,0.00043344,-0.0367224881845696,0.041,0.375683531972684,"GENDERMale","X100022127:GENDERMale",0,0.00466021414384175,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1140","gamma-glutamylglutamine"
"X1141",0.0230819989713582,0.027,3299,0.396013601961435,1,0.943481138036518,0.541655612194591,0.036,0,0.00185869162908472,0.035,0.957545859997682,"GENDERMale","X100022127:GENDERMale",0,0.0252667777762525,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1141","4-hydroxyphenylpyruvate"
"X1141",0.0204114637733625,0.027,3256,0.453372811955692,1,0.933920579010744,0.552953425828839,0.043,0,0.000315755397276242,0.035,0.992714678497348,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1141","4-hydroxyphenylpyruvate"
"X1141",0.00838559390218795,0.026,3182,0.74996142733485,1,0.971204082371779,0.495034079224451,0.046,0,-0.00125487992286793,0.034,0.970633874121383,"GENDERMale","X100022127:GENDERMale",0,0.0126895007459485,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1141","4-hydroxyphenylpyruvate"
"X1141",0.0134129342519285,0.033,3299,0.687367184367479,1,0.972909373220346,-0.144704817968706,0.044,0.00092446,0.0404986258449575,0.047,0.386870003330749,"GENDERMale","X100022127:GENDERMale",0,0.0119276124997849,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1141","4-hydroxyphenylpyruvate"
"X1141",0.012061630402366,0.033,3256,0.717392694527018,1,0.947379813280052,-0.173035050646566,0.051,0.000698619,0.0366266756514342,0.048,0.442836311734302,"GENDERMale","X100022127:GENDERMale",0,0.0234758734337783,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1141","4-hydroxyphenylpyruvate"
"X1141",-0.00349393542332406,0.033,3182,0.916705617196465,1,0.99144186561363,-0.198394289431676,0.052,0.000133476,0.0529034784895076,0.047,0.260507379993507,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1141","4-hydroxyphenylpyruvate"
"X1143",0.0124067622537193,0.029,3182,0.669816173689591,1,0.941633613520114,0.488105258683755,0.043,0,0.0196863023092122,0.039,0.611722546262618,"GENDERMale","X100022127:GENDERMale",0,0.0261180468662529,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1143","butyrate/isobutyrate (4:0)"
"X1143",0.0514473264024317,0.03,3182,0.0898254281612391,1,0.843199986932922,-0.206978104529584,0.054,0.000127331,-0.0293048782306736,0.044,0.503300508882315,"GENDERMale","X100022127:GENDERMale",0,0.074069408861794,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1143","butyrate/isobutyrate (4:0)"
"X1143",0.0198610118238889,0.031,3256,0.526376086486729,1,0.933920579010744,0.548830178123106,0.039,0,0.0133434368982752,0.039,0.733817918504799,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1143","butyrate/isobutyrate (4:0)"
"X1143",0.0468043967950734,0.031,3299,0.131719080371603,1,0.658807742697483,-0.149466982582703,0.046,0.001065566,-0.0285154870847803,0.044,0.519650097181833,"GENDERMale","X100022127:GENDERMale",0,0.181241305387177,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1143","butyrate/isobutyrate (4:0)"
"X1143",0.0544754410409963,0.03,3256,0.0735826392663505,1,0.518442365538063,-0.181476740873257,0.053,0.000609477,-0.024824642827724,0.044,0.574416364245342,"GENDERMale","X100022127:GENDERMale",0,0.285299516459178,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1143","butyrate/isobutyrate (4:0)"
"X1143",0.0134475144153075,0.032,3299,0.670691744510687,1,0.973361896697123,0.538479025007647,0.035,0,0.0218584928073016,0.04,0.582847667856268,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1143","butyrate/isobutyrate (4:0)"
"X1162",-0.0236425118784538,0.036,3256,0.506570371038824,1,0.911805109095562,-0.161455505604311,0.051,0.001394175,0.031646450878307,0.044,0.471883384250931,"GENDERMale","X100022127:GENDERMale",0,0.0400979786554498,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1162","N-acetylneuraminate"
"X1162",-0.0195561012378218,0.029,3182,0.499310705525386,1,0.881733302073341,0.499866346386572,0.044,0,0.0574032934852141,0.042,0.170174711773821,"GENDERMale","X100022127:GENDERMale",0,0.0546627560847117,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1162","N-acetylneuraminate"
"X1162",-0.0134103976570342,0.031,3256,0.663214166640646,1,0.962353568891127,0.562574250260033,0.041,0,0.0630836143793882,0.042,0.135088948292642,"GENDERMale","X100022127:GENDERMale",0,0.0166653387654829,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1162","N-acetylneuraminate"
"X1162",-0.00979034091201014,0.031,3299,0.755753936332608,1,0.979618688074784,0.552961947487991,0.035,0,0.0644507411352968,0.043,0.131256639007661,"GENDERMale","X100022127:GENDERMale",0,0.00894293848164314,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1162","N-acetylneuraminate"
"X1162",-0.014703795157527,0.036,3182,0.68210421759883,1,0.981236277325021,-0.188989754015558,0.052,0.000271139,0.0320032208974415,0.045,0.476161308451697,"GENDERMale","X100022127:GENDERMale",0,0.00822640385045502,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1162","N-acetylneuraminate"
"X1162",-0.00292400953256234,0.035,3299,0.933799315219847,1,0.996185689307347,-0.133713085015452,0.043,0.001966397,0.0144696885781132,0.044,0.740829219208573,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1162","N-acetylneuraminate"
"X1221",0.00585539870959476,0.038,3182,0.87738571203232,1,0.99144186561363,-0.177309682111544,0.056,0.001417277,0.0192802006629439,0.047,0.684011313505907,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1221","creatine"
"X1221",0.00244896449069156,0.027,3256,0.927796358771579,1,0.987975662924106,0.578931133553562,0.046,0,0.0380319767054108,0.04,0.338193705255676,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1221","creatine"
"X1221",-0.00822048412724129,0.037,3256,0.82409956711242,1,0.975528601069823,-0.149462657856822,0.054,0.005927224,0.041087504318579,0.047,0.378860456033661,"GENDERMale","X100022127:GENDERMale",0,0.0107599932046635,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1221","creatine"
"X1221",-0.0106840455576854,0.037,3299,0.774682109161102,1,0.972909373220346,-0.124402743727689,0.048,0.009023442,0.0409926690164207,0.046,0.375817568292582,"GENDERMale","X100022127:GENDERMale",0,0.0119276124997849,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1221","creatine"
"X1221",0.00238179855615888,0.027,3182,0.928402363866946,1,0.97614077303548,0.514242105785641,0.049,0,0.0331052003984474,0.04,0.413246126037647,"GENDERMale","X100022127:GENDERMale",0,0.0104875465301323,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1221","creatine"
"X1221",0.0046002526335729,0.027,3299,0.863081791866366,1,0.987088419632518,0.565411990953552,0.039,0,0.0314210774844198,0.039,0.425385231192369,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1221","creatine"
"X1231",-0.0540781641050755,0.034,3299,0.110633959240228,1,0.619265562421374,-0.139288501800795,0.045,0.001798463,0.0586151547037965,0.042,0.166731303985061,"GENDERMale","X100022127:GENDERMale",0,0.20812307058984,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1231","dihomo-linoleate (20:2n6)"
"X1231",0.0106886334712497,0.032,3256,0.736427244577781,1,0.97339248147431,0.568580319365975,0.042,0,0.0171138796852044,0.036,0.630726413473495,"GENDERMale","X100022127:GENDERMale",0,0.0117120125889474,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1231","dihomo-linoleate (20:2n6)"
"X1231",0.00255500066653168,0.031,3182,0.933579099246665,1,0.97614077303548,0.504214263827278,0.045,0,0.0191811280046754,0.035,0.584421939169525,"GENDERMale","X100022127:GENDERMale",0,0.0104875465301323,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1231","dihomo-linoleate (20:2n6)"
"X1231",0.00788804216643796,0.033,3299,0.810470282699902,1,0.987088419632518,0.556743679648538,0.036,0,0.0171878167611496,0.036,0.629194526336898,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1231","dihomo-linoleate (20:2n6)"
"X1231",-0.0396064923712745,0.034,3256,0.237651521713747,1,0.777502442064462,-0.162958388133211,0.052,0.001577804,0.0479833063168899,0.041,0.246977656580985,"GENDERMale","X100022127:GENDERMale",0,0.109298238219511,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1231","dihomo-linoleate (20:2n6)"
"X1231",-0.0308638228576996,0.035,3182,0.374018918899335,1,0.981162623120958,-0.191584629468753,0.053,0.000317616,0.0357783317498907,0.041,0.385207374972407,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1231","dihomo-linoleate (20:2n6)"
"X1235",-0.0130100593081172,0.036,3256,0.716863314327962,1,0.97339248147431,0.574036128127084,0.045,0,-0.0258972484380492,0.039,0.504397259897959,"GENDERMale","X100022127:GENDERMale",0,0.0117120125889474,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1235","gamma-glutamylhistidine"
"X1235",-0.00840353494989943,0.034,3182,0.802668716378257,1,0.975795487679617,0.510221631016611,0.046,0,-0.031329171618279,0.038,0.409270269608295,"GENDERMale","X100022127:GENDERMale",0,0.0106411945045213,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1235","gamma-glutamylhistidine"
"X1235",-0.0167413076970948,0.034,3299,0.620654003890497,1,0.960322856777794,-0.137493041609655,0.046,0.002970063,0.0456162745150225,0.043,0.283382776063981,"GENDERMale","X100022127:GENDERMale",0,0.0175827343098621,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1235","gamma-glutamylhistidine"
"X1235",-0.0153125978161625,0.037,3299,0.679930710010169,1,0.973361896697123,0.562302882238163,0.038,0,-0.0161647906220521,0.039,0.680273897571407,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1235","gamma-glutamylhistidine"
"X1235",-0.0178085762087248,0.035,3182,0.611358431034922,1,0.981162623120958,-0.193940079238572,0.054,0.000338664,0.0522733550934005,0.044,0.233336875020426,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1235","gamma-glutamylhistidine"
"X1235",-0.0271648477458304,0.034,3256,0.423450858324158,1,0.898729708239766,-0.161511774328285,0.052,0.001884288,0.0548992632028793,0.043,0.201545830894073,"GENDERMale","X100022127:GENDERMale",0,0.0463709021155797,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1235","gamma-glutamylhistidine"
"X1239",0.0335518490209252,0.025,3182,0.172720247920917,1,0.657144184678511,0.502266783787274,0.044,0,0.0245439197042627,0.037,0.511468861243833,"GENDERMale","X100022127:GENDERMale",0,0.182339330987947,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1239","2-hydroxystearate"
"X1239",-0.0325129843605017,0.028,3182,0.248311234398614,1,0.981162623120958,-0.191935346530299,0.052,0.000205435,0.00796485056141096,0.043,0.851547557294385,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1239","2-hydroxystearate"
"X1239",-0.0521645122418372,0.027,3256,0.0537793928689929,1,0.45861201466419,-0.169524502649921,0.051,0.000819479,0.0133324254413116,0.041,0.743566011385547,"GENDERMale","X100022127:GENDERMale",0,0.338554571860746,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1239","2-hydroxystearate"
"X1239",0.0294807570716114,0.024,3256,0.224365345040717,1,0.766729144270395,0.569940329219039,0.041,0,0.0269136978549501,0.037,0.470249501352125,"GENDERMale","X100022127:GENDERMale",0,0.115358028389453,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1239","2-hydroxystearate"
"X1239",-0.056447319726204,0.027,3299,0.0395814806754325,1,0.449646706253421,-0.141619644142673,0.043,0.00112159,0.0139695685448737,0.04,0.729207115328026,"GENDERMale","X100022127:GENDERMale",0,0.347128583527521,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1239","2-hydroxystearate"
"X1239",0.0277500191965323,0.024,3299,0.249270566134181,1,0.833767066035018,0.556817670838216,0.036,0,0.0245620571925145,0.037,0.504553514640507,"GENDERMale","X100022127:GENDERMale",0,0.078955263589359,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1239","2-hydroxystearate"
"X1242",-0.0149661325255485,0.036,3182,0.681633782261774,1,0.981236277325021,-0.187883847702485,0.05,0.00019339,0.015114272010542,0.046,0.740469727463971,"GENDERMale","X100022127:GENDERMale",0,0.00822640385045502,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X1242","N1-methyladenosine"
"X1242",-0.0485680473317071,0.038,3256,0.195809727142145,1,0.740008189589145,0.564815563078316,0.044,0,0.0938053217278327,0.048,0.0501738427433544,"GENDERMale","X100022127:GENDERMale",0,0.130763473953221,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X1242","N1-methyladenosine"
"X1242",-0.00351009388427652,0.036,3256,0.922644924532899,1,0.984482811433091,-0.163362988926023,0.049,0.000759251,0.0202964556434568,0.045,0.655423217625785,"GENDERMale","X100022127:GENDERMale",0,0.00679186201943997,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1242","N1-methyladenosine"
"X1242",-0.0552489340791201,0.036,3182,0.126100690684123,1,0.596785222011308,0.502865337251273,0.046,0,0.0915260391282418,0.047,0.0538165584321931,"GENDERMale","X100022127:GENDERMale",0,0.224181939688212,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X1242","N1-methyladenosine"
"X1242",0.0150841047526475,0.036,3299,0.671816103230467,1,0.970215811613231,-0.141437593101334,0.042,0.000689903,0.0169930770306347,0.044,0.699772162546947,"GENDERMale","X100022127:GENDERMale",0,0.013131651952358,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X1242","N1-methyladenosine"
"X1242",-0.0465074040472444,0.039,3299,0.227929020313738,1,0.79009125609796,0.554965182890353,0.038,0,0.0927836499202927,0.048,0.0544235930102137,"GENDERMale","X100022127:GENDERMale",0,0.102322744493188,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1242","N1-methyladenosine"
"X1254",-0.0360080042319051,0.037,3256,0.326574958636624,1,0.888489307654589,-0.125664874238377,0.056,0.025025062,0.128334576742704,0.045,0.00400857137129805,"GENDERMale","X100022127:GENDERMale",0,0.0513477942565998,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X1254","glycerol"
"X1254",-0.00144043865475296,0.038,3299,0.969476956619532,1,0.987088419632518,0.566212641840038,0.04,0,0.0366229740175277,0.043,0.397605866380414,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X1254","glycerol"
